Price,Close,High,Low,Open,Volume
Ticker,TSLA,TSLA,TSLA,TSLA,TSLA
Datetime,,,,,
2026-08-27 09:30:00-04:00,346.45001220703125,346.7897033691406,345.45001220703125,346.29998779296875,872514
2026-08-27 09:31:00-04:00,347.0150146484375,348.239990234375,346.2699890136719,346.43499755859375,196325
2026-08-27 09:32:00-04:00,347.1199951171875,347.6300048828125,346.7699890136719,346.9100036621094,77440
2026-08-27 09:33:00-04:00,347.5,347.95001220703125,347.0,347.1700134277344,99815
2026-08-27 09:34:00-04:00,347.3699951171875,347.8900146484375,347.0299987792969,347.5,92749
2026-08-27 09:35:00-04:00,346.7799987792969,347.5899963378906,346.54998779296875,347.364990234375,185109
2026-08-27 09:36:00-04:00,348.0,348.07000732421875,346.66900634765625,346.80999755859375,191071
2026-08-27 09:37:00-04:00,346.95001220703125,348.3800048828125,346.75,348.0899963378906,162886
2026-08-27 09:38:00-04:00,347.70001220703125,347.82000732421875,346.0899963378906,347.010009765625,161583
2026-08-27 09:39:00-04:00,348.2799987792969,348.6579895019531,347.4200134277344,347.6549987792969,141267
2026-08-27 09:40:00-04:00,348.760009765625,349.20001220703125,348.1600036621094,348.1700134277344,187377
2026-08-27 09:41:00-04:00,348.9849853515625,349.3799133300781,348.42999267578125,348.8599853515625,174618
2026-08-27 09:42:00-04:00,349.1099853515625,349.489990234375,348.6099853515625,348.989990234375,147345
2026-08-27 09:43:00-04:00,349.17498779296875,349.34991455078125,348.75,349.1000061035156,106957
2026-08-27 09:44:00-04:00,350.7049865722656,350.75,349.13189697265625,349.1499938964844,215524
2026-08-27 09:45:00-04:00,351.8399963378906,352.2900085449219,350.4700012207031,350.70001220703125,265914
2026-08-27 09:46:00-04:00,350.1099853515625,352.42999267578125,350.010009765625,351.7936096191406,244526
2026-08-27 09:47:00-04:00,348.8298034667969,350.7799987792969,348.45001220703125,350.114990234375,241539
2026-08-27 09:48:00-04:00,348.7340087890625,349.2049865722656,348.57000732421875,348.7950134277344,127118
2026-08-27 09:49:00-04:00,347.94000244140625,348.739990234375,347.54998779296875,348.739990234375,180463
2026-08-27 09:50:00-04:00,349.7049865722656,349.8900146484375,348.0505065917969,348.1000061035156,183361
2026-08-27 09:51:00-04:00,350.3804016113281,350.4100036621094,349.5950012207031,349.7149963378906,136384
2026-08-27 09:52:00-04:00,350.3599853515625,351.0,349.8900146484375,350.4200134277344,168712
2026-08-27 09:53:00-04:00,349.864990234375,350.3739929199219,349.6615905761719,350.3739929199219,99309
2026-08-27 09:54:00-04:00,350.5799865722656,350.9100036621094,349.8204040527344,349.8420104980469,110409
2026-08-27 09:55:00-04:00,350.5299987792969,350.6600036621094,349.8800964355469,350.614990234375,91349
2026-08-27 09:56:00-04:00,350.5799865722656,350.9800109863281,350.260009765625,350.5,112196
2026-08-27 09:57:00-04:00,349.89581298828125,350.739990234375,349.57000732421875,350.5400085449219,111301
2026-08-27 09:58:00-04:00,350.2850036621094,350.3399963378906,349.239990234375,349.8605041503906,135992
2026-08-27 09:59:00-04:00,350.2900085449219,350.70001220703125,349.94000244140625,350.2799987792969,88031
2026-08-27 10:00:00-04:00,350.1099853515625,350.6600036621094,350.0799865722656,350.2149963378906,90107
2026-08-27 10:01:00-04:00,350.2300109863281,350.3999938964844,349.5799865722656,350.16009521484375,108587
2026-08-27 10:02:00-04:00,349.44500732421875,350.32000732421875,349.3500061035156,350.2998962402344,80968
2026-08-27 10:03:00-04:00,350.2699890136719,350.2699890136719,349.35009765625,349.4501037597656,87184
2026-08-27 10:04:00-04:00,349.8349914550781,350.2585144042969,349.587890625,350.2200012207031,49353
2026-08-27 10:05:00-04:00,349.8345947265625,350.1600036621094,349.67999267578125,349.8349914550781,49601
2026-08-27 10:06:00-04:00,349.82000732421875,350.1700134277344,349.6000061035156,349.760009765625,74780
2026-08-27 10:07:00-04:00,351.1549987792969,351.3500061035156,349.6600036621094,349.81500244140625,170386
2026-08-27 10:08:00-04:00,350.69000244140625,351.2200012207031,350.20001220703125,351.17999267578125,108704
2026-08-27 10:09:00-04:00,350.44000244140625,350.8999938964844,350.17999267578125,350.5851135253906,60656
2026-08-27 10:10:00-04:00,350.75,350.8800048828125,350.2099914550781,350.47698974609375,75633
2026-08-27 10:11:00-04:00,350.6600036621094,350.7995910644531,350.30999755859375,350.6852111816406,66086
2026-08-27 10:12:00-04:00,350.9599914550781,351.17999267578125,350.5,350.5,93307
2026-08-27 10:13:00-04:00,351.8800048828125,351.8800048828125,350.7701110839844,350.92498779296875,120234
2026-08-27 10:14:00-04:00,351.6300964355469,352.1700134277344,351.29998779296875,351.8800048828125,157052
2026-08-27 10:15:00-04:00,352.3695983886719,352.6199951171875,351.6300048828125,351.6300048828125,148006
2026-08-27 10:16:00-04:00,351.6300048828125,352.489990234375,351.2500915527344,352.32000732421875,112426
2026-08-27 10:17:00-04:00,352.3299865722656,352.3399963378906,351.5799865722656,351.6650085449219,82431
2026-08-27 10:18:00-04:00,351.6499938964844,352.5799865722656,351.5199890136719,352.30999755859375,104606
2026-08-27 10:19:00-04:00,350.8255920410156,351.989990234375,350.760009765625,351.6199951171875,102738
2026-08-27 10:20:00-04:00,350.8750915527344,350.9999084472656,350.4599914550781,350.8999938964844,84521
2026-08-27 10:21:00-04:00,350.9700012207031,351.2674865722656,350.7300109863281,350.8900146484375,70896
2026-08-27 10:22:00-04:00,351.3900146484375,351.3995056152344,350.5700988769531,350.9200134277344,92007
2026-08-27 10:23:00-04:00,351.5199890136719,351.9599914550781,351.2412109375,351.3900146484375,96814
2026-08-27 10:24:00-04:00,352.1737060546875,352.20001220703125,351.41009521484375,351.42999267578125,65364
2026-08-27 10:25:00-04:00,352.8399963378906,352.8500061035156,352.0000915527344,352.1499938964844,112860
2026-08-27 10:26:00-04:00,352.6400146484375,352.9700012207031,352.3999938964844,352.7900085449219,123994
2026-08-27 10:27:00-04:00,352.6499938964844,353.4200134277344,352.60009765625,352.7698974609375,208990
2026-08-27 10:28:00-04:00,352.4306945800781,352.9800109863281,352.3299865722656,352.6449890136719,111893
2026-08-27 10:29:00-04:00,352.4649963378906,352.5150146484375,352.1199951171875,352.3739929199219,90294
2026-08-27 10:30:00-04:00,352.0299987792969,352.5199890136719,351.8800048828125,352.489990234375,110696
2026-08-27 10:31:00-04:00,352.4049987792969,352.8699951171875,351.9100036621094,352.0400085449219,109575
2026-08-27 10:32:00-04:00,352.6099853515625,352.70001220703125,352.1499938964844,352.4049987792969,74423
2026-08-27 10:33:00-04:00,352.5849914550781,352.6597900390625,352.2200012207031,352.6099853515625,56451
2026-08-27 10:34:00-04:00,352.6300048828125,352.8399963378906,352.55010986328125,352.61248779296875,72690
2026-08-27 10:35:00-04:00,353.30999755859375,353.5,352.70001220703125,352.70001220703125,124520
2026-08-27 10:36:00-04:00,353.8399963378906,353.9649963378906,353.2417907714844,353.3599853515625,142561
2026-08-27 10:37:00-04:00,354.4649963378906,354.92999267578125,353.79998779296875,353.8900146484375,190104
2026-08-27 10:38:00-04:00,353.68060302734375,354.57000732421875,353.55999755859375,354.47198486328125,105568
2026-08-27 10:39:00-04:00,353.34930419921875,354.077392578125,353.3299865722656,353.72918701171875,87051
2026-08-27 10:40:00-04:00,352.9200134277344,353.5990905761719,352.760009765625,353.3299865722656,104884
2026-08-27 10:41:00-04:00,352.45001220703125,352.8599853515625,352.3399963378906,352.8599853515625,82295
2026-08-27 10:42:00-04:00,352.489990234375,352.69000244140625,352.1600036621094,352.4551086425781,69875
2026-08-27 10:43:00-04:00,352.18499755859375,352.6499938964844,352.0400085449219,352.5199890136719,55371
2026-08-27 10:44:00-04:00,352.1000061035156,352.32000732421875,351.8500061035156,352.2300109863281,56690
2026-08-27 10:45:00-04:00,351.7300109863281,352.1499938964844,351.534912109375,352.0899963378906,81453
2026-08-27 10:46:00-04:00,351.4200134277344,351.79998779296875,351.3041076660156,351.7099914550781,77386
2026-08-27 10:47:00-04:00,350.57000732421875,351.4700012207031,350.5,351.4200134277344,108706
2026-08-27 10:48:00-04:00,351.44000244140625,351.5899963378906,350.57000732421875,350.57501220703125,125613
2026-08-27 10:49:00-04:00,351.55841064453125,351.9200134277344,351.3100891113281,351.489990234375,93266
2026-08-27 10:50:00-04:00,351.7950134277344,351.909912109375,351.55999755859375,351.55999755859375,62778
2026-08-27 10:51:00-04:00,352.385009765625,352.4695129394531,351.7099914550781,351.8330078125,89893
2026-08-27 10:52:00-04:00,352.22601318359375,352.62799072265625,352.0116882324219,352.385009765625,110361
2026-08-27 10:53:00-04:00,351.989990234375,352.2799987792969,351.7699890136719,352.2139892578125,77481
2026-08-27 10:54:00-04:00,351.875,352.0799865722656,351.510009765625,351.95001220703125,71523
2026-08-27 10:55:00-04:00,351.57000732421875,351.864990234375,351.4442138671875,351.8399963378906,60432
2026-08-27 10:56:00-04:00,351.8804016113281,352.0899963378906,351.625,351.625,69240
2026-08-27 10:57:00-04:00,351.9049987792969,352.4599914550781,351.8599853515625,351.9176940917969,67368
2026-08-27 10:58:00-04:00,352.7121887207031,352.8099060058594,351.8900146484375,351.8951110839844,95510
2026-08-27 10:59:00-04:00,353.69500732421875,353.80999755859375,352.6099853515625,352.67999267578125,144910
2026-08-27 11:00:00-04:00,352.9700012207031,353.8299865722656,352.92999267578125,353.75,97337
2026-08-27 11:01:00-04:00,353.215087890625,353.2799072265625,352.6499938964844,352.95001220703125,87396
2026-08-27 11:02:00-04:00,353.0400085449219,353.6000061035156,353.0199890136719,353.25,58945
2026-08-27 11:03:00-04:00,353.0,353.67999267578125,352.9601135253906,353.0299987792969,52398
2026-08-27 11:04:00-04:00,352.57000732421875,353.09600830078125,352.5,353.0387878417969,84848
